Country,City,Location_Type,Latitude,Longitude,AQI,PM2_5,NO2,SO2,O3,CO,PM10,Temperature,Humidity,Wind_Speed,Wind_Direction,Dist_Road,Dist_Industry,Dist_Farm,Dist_Dump,Timestamp,Season,Hour,DayOfWeek,Month,Pollution_Source
India,Hubli-Dharwad,Sector_4,15.33041,75.15529,3.0,74.72993043211044,37.559343233140126,29.99267062143984,78.24,303.08,42.66,24.17,53,3.6,NW,441.12,883.0,5000.0,5000.0,2025-12-17 21:40:53,winter,21,2,12,Industrial
Nigeria,Zaria,Sector_1,10.98893,7.65121,5.0,135.75,1.27,0.75,76.04,244.79,404.89,30.65,10,2.94,N,24.36,5000.0,5000.0,5000.0,2025-12-17 20:20:52,winter,20,2,12,Natural
Brazil,Guarulhos,Sector_2,-23.44265,-46.49532,1.0,3.38,0.11,0.2,44.12,58.04,18.36,18.12,81,5.14,NW,35.48,971.63,5000.0,1368.84,2025-12-17 20:56:01,winter,20,2,12,Natural
USA,Albuquerque,Sector_4,35.04786,-106.67408,1.0,5.75,2.82,0.21,45.83,101.87,6.81,2.1,50,2.06,NW,471.92,5000.0,5000.0,5000.0,2025-12-17 21:48:11,winter,21,2,12,Natural
Indonesia,Pematangsiantar,City Center,3.0015639,99.0832644,1.0,7.3,1.73,0.21,33.19,268.7,8.48,22.73,95,1.11,NW,0.0,5000.0,5000.0,5000.0,2025-12-17 21:36:11,winter,21,2,12,Natural
China,Hangzhou,Sector_1,30.28929,120.18748,5.0,84.00571494746794,58.4825,29.16771832747969,0.0,1777.41,265.19,7.97,60,1.96,W,13.42,567.0,5000.0,5000.0,2025-12-17 21:35:01,winter,21,2,12,Industrial
Brazil,Campo Grande,Sector_3,-20.43829,-54.62468,2.0,19.7,0.47,0.16,122.45,159.42,20.68,40.1,45,2.4,NE,0.79,5000.0,5000.0,5000.0,2024-04-14 17:03:00,spring,17,6,4,Natural
Germany,Bielefeld,Sector_2,52.03981,8.49182,2.0,41.64,27.204,2.14,36.52,961.168,54.208,23.1,61,5.5,SW,830.25,504.83,1022.5,77.93,2024-08-18 16:15:00,summer,16,6,8,Burning
Brazil,Curitiba,Sector_1,-25.44126,-49.29129,1.0,5.63,0.3,0.46,76.93,119.48,7.18,26.9,49,7.6,W,136.8,587.22,5000.0,2034.91,2024-08-12 08:05:00,summer,8,0,8,Natural
Russia,Saratov,Sector_1,51.50079,46.0266,1.0,191.7101378716046,13.03883832502743,0.19,51.27,1447.9455105465909,7.21,7.3,46,2.0,NE,5000.0,5000.0,5000.0,306.0,2024-05-20 16:19:00,spring,16,0,5,Burning
Pakistan,Tando Adam,Sector_4,25.74846,68.68202,5.0,90.6,10.78,4.16,56.59,451.83,202.56,33.1,42,2.9,SE,1086.05,5000.0,5000.0,5000.0,2024-09-08 10:25:00,monsoon,10,6,9,Vehicular
Russia,Ryazan,Sector_4,54.62333,39.71602,1.0,8.52,5.53,0.72,90.47,208.43,9.27,17.7,55,4.1,SW,198.12,306.33,5000.0,682.83,2024-08-09 15:40:00,summer,15,4,8,Natural
Nigeria,Mubi,Sector_1,10.29349,13.26661,5.0,82.74,0.87,0.36,65.61,157.58,292.58,30.12,12,3.32,W,511.94,5000.0,5000.0,5000.0,2025-12-17 21:10:53,winter,21,2,12,Natural
Pakistan,Abbottabad,Sector_3,34.12859,73.20902,5.0,163.05,48.33,5.28,49.32,1632.44,228.57,13.5,24,1.49,NW,925.21,5000.0,5000.0,5000.0,2025-12-17 20:28:42,winter,20,2,12,Vehicular
Nigeria,Ebute Ikorodu,City Center,6.6036712,3.4904655,1.0,6.37,0.11,0.1,39.59,167.54,13.92,28.74,67,4.9,W,39.37,593.42,672.3,5000.0,2025-12-17 20:41:30,winter,20,2,12,Natural
Indonesia,Serang,Sector_1,-6.11429,106.12925,1.0,158.23040131202805,11.021968948162549,0.09,48.12,2474.632802317309,3.66,39.2,72,2.7,SE,357.1,5000.0,5000.0,2627.0,2024-07-15 12:33:00,summer,12,0,7,Burning
India,Ludhiana,Sector_4,30.91528,75.88796,5.0,99.23,15.82,3.34,49.26,457.26,79.3,19.2,58,4.3,E,171.75,5000.0,5000.0,5000.0,2024-09-02 14:54:00,monsoon,14,0,9,Vehicular
Indonesia,Jayapura,City Center,-2.5387539,140.7037389,1.0,318.0323068534957,37.28092043819591,0.09,1.69,969.5812061211182,1.01,27.0,82,3.2,NE,216.32,5000.0,5000.0,1673.0,2024-03-19 14:00:00,spring,14,1,3,Burning
Germany,Frankfurt,Sector_2,50.09835,8.61541,2.0,11.67,25.59,1.78,33.71,319.0,14.76,3.34,92,0.51,N,213.48,979.35,2005.44,434.64,2025-12-17 21:23:47,winter,21,2,12,Vehicular
Germany,Mönchengladbach,Sector_3,51.20416,6.41053,2.0,10.09,16.66,0.91,24.21,241.5,12.64,8.91,87,3.09,NW,29.31,1463.53,415.09,355.63,2025-12-17 21:05:30,winter,21,2,12,Natural
Nigeria,Uyo,City Center,5.0322447,7.924791,1.0,1.84,0.19,0.09,24.52,129.58,3.59,38.3,52,4.8,N,146.24,5000.0,5000.0,5000.0,2024-04-16 11:57:00,spring,11,1,4,Natural
Brazil,Duque de Caxias,Sector_4,-22.78734,-43.29923,1.0,2.07,0.11,0.18,31.53,36.69,7.63,28.5,100,6.2,SE,236.66,522.97,5000.0,5000.0,2024-08-18 09:42:00,monsoon,9,6,8,Natural
Russia,Belgorod,Sector_1,50.59382,36.56852,2.0,6.25,9.26,6.63,14.43,144.68,6.83,7.4,100,4.5,S,265.14,725.88,1760.26,536.07,2024-07-29 12:28:00,monsoon,12,0,7,Industrial
USA,Charlotte,Sector_3,35.20826,-80.83634,2.0,15.51,7.53,1.24,104.56,322.38,20.72,17.9,36,3.8,SW,60.11,5000.0,5000.0,5000.0,2024-07-30 12:21:00,summer,12,1,7,Natural
China,Xiamen,Sector_2,24.47852,118.06917,3.0,321.04537148095386,21.82491961845931,8.19,41.52,1956.9292091088691,25.02,25.4,91,7.0,SE,316.05,5000.0,5000.0,2130.0,2024-09-23 17:19:00,monsoon,17,0,9,Vehicular
Germany,Dresden,City Center,51.0493286,13.7381437,3.0,62.385000000000005,23.244,1.01,50.3,728.944,81.55,12.7,47,4.6,W,145.42,116.36,2564.11,631.56,2024-06-21 16:33:00,summer,16,4,6,Burning
USA,El Paso,Sector_4,31.74409,-106.48719,1.0,6.65,3.09,0.37,40.55,125.57,9.03,8.16,37,2.57,N,140.0,1000.94,5000.0,5000.0,2025-12-17 21:17:58,winter,21,2,12,Natural
Brazil,São Bernardo do Campo,Sector_3,-23.67924,-46.57851,1.0,1.47,0.11,0.15,32.34,34.9469,7.66,28.7,100,8.0,SE,48.93,154.32,5000.0,747.96,2024-08-13 09:16:00,monsoon,9,1,8,Natural
Russia,Irkutsk,Sector_3,52.29714,104.27302,2.0,0.74,0.29,0.16,101.56,235.89,0.67,-0.8,64,4.2,SW,1128.77,5000.0,5000.0,5000.0,2024-07-26 09:07:00,summer,9,4,7,Natural
China,Jinan,Sector_1,36.68601,117.10173,5.0,500.0,58.4825,29.93,0.0,3000.0,600.0,15.0,37,2.8,SW,8.84,105.8,5000.0,5000.0,2024-06-30 13:09:00,summer,13,6,6,Industrial
China,Zhongshan,Sector_4,22.51525,113.37721,5.0,202.56,31.44,29.93,102.09,553.44,263.83,24.5,48,2.7,NE,86.27,5000.0,5000.0,5000.0,2024-05-13 09:40:00,spring,9,0,5,Vehicular
Nigeria,Nnewi,Sector_3,6.03402,6.90787,1.0,165.04359577499153,35.824298016570054,0.69,16.51,2031.7020536433492,7.29,39.3,70,3.1,SE,16.72,5000.0,5000.0,630.0,2024-07-05 12:32:00,monsoon,12,4,7,Vehicular
India,Raipur,Sector_1,21.24848,81.63348,5.0,307.18,28.92,26.46,135.3,1152.84,342.9,36.2,41,2.2,SW,69.72,5000.0,5000.0,5000.0,2024-06-21 17:19:00,summer,17,4,6,Vehicular
Pakistan,Sargodha,Sector_4,32.08633,72.66591,5.0,63.19436532049891,10.68,2.5,49.87,294.56488240323057,142.91136337829457,31.6,44,4.2,SE,27.89,5000.0,2229.0,5000.0,2024-08-07 08:31:00,spring,8,2,8,Agricultural
Pakistan,Abbottabad,Sector_3,34.12859,73.20902,5.0,201.71,31.13,4.71,53.27,2509.46,336.95,27.1,14,2.3,N,925.21,5000.0,5000.0,5000.0,2024-04-29 15:07:00,spring,15,0,4,Vehicular
Bangladesh,Chittagong,Sector_4,22.36129,91.86683,4.0,41.04467915723179,0.72,3.41,219.39,261.7066796866527,294.05962049342247,37.5,60,2.8,N,1608.84,1767.22,2498.0,5000.0,2024-07-29 08:11:00,summer,8,0,7,Agricultural
India,Chennai,Sector_4,13.06564,80.28263,4.0,59.569248993420885,58.4825,29.99267062143984,141.54,546.14,111.23,38.4,57,4.2,SW,119.62,1513.0,5000.0,5000.0,2024-08-27 19:55:00,summer,19,1,8,Industrial
Pakistan,Sheikhupura,Sector_3,31.67703,73.96017,5.0,468.27,26.74,6.54,118.67,3000.0,600.0,37.0,10,3.1,SW,271.55,5000.0,5000.0,5000.0,2024-06-13 09:51:00,summer,9,3,6,Vehicular
Nigeria,Port Harcourt,Sector_2,4.79329,7.04678,1.0,0.51,0.11,0.09,10.36,57.9,1.19,33.0,82,7.2,SE,537.47,5000.0,5000.0,5000.0,2024-07-19 11:10:00,monsoon,11,4,7,Natural
China,Tangshan,Sector_2,39.62538,118.15447,5.0,56.46,43.52,24.05,0.54,751.84,80.52,6.9,99,4.7,SE,158.61,1139.31,1890.94,5000.0,2024-08-18 12:11:00,monsoon,12,6,8,Industrial
Russia,Saint Petersburg,Sector_4,59.97812,30.12675,1.0,9.78,3.0,0.48,52.74,191.61,9.91,2.88,94,5.05,N,5000.0,5000.0,5000.0,5000.0,2025-12-17 21:50:17,winter,21,2,12,Natural
Pakistan,Hafizabad,Sector_2,32.06083,73.69442,5.0,337.2,38.07,6.89,52.39,2195.8,447.02,18.75,27,2.1,NW,278.27,1197.41,1544.32,5000.0,2025-12-17 21:27:40,winter,21,2,12,Industrial
USA,Baltimore,Sector_2,39.28715,-76.55357,2.0,6.7,6.77,1.27,19.81,101.89,7.76,11.5,87,2.3,SE,4.5,110.92,5000.0,504.69,2024-07-02 13:28:00,monsoon,13,1,7,Natural
Pakistan,Bahawalpur,Sector_1,29.40845,71.637,5.0,72.49395777443677,3.11,4.99,188.02,233.13634312606789,168.87132340320483,39.8,10,3.7,SE,383.82,5000.0,2708.0,5000.0,2024-06-21 18:37:00,spring,18,4,6,Agricultural
Bangladesh,Kushtia,Sector_3,23.92956,89.15991,5.0,406.1,53.64,27.33,101.53,3000.0,434.16,30.8,30,3.4,SW,796.89,5000.0,5000.0,5000.0,2024-08-01 08:47:00,summer,8,3,8,Vehicular
China,Wuhan,Sector_1,30.62402,114.27692,5.0,407.01,58.4825,29.93,0.0,2538.32,458.01,6.04,81,2.0,NW,69.98,5000.0,5000.0,5000.0,2025-12-17 21:38:52,winter,21,2,12,Vehicular
India,Lucknow,City Center,26.8381,80.9346001,5.0,49.54493467551276,12.54,4.02,35.55,370.1248440298326,104.23682660010178,18.0,100,3.7,SE,31.71,5000.0,2622.0,5000.0,2024-08-06 12:58:00,summer,12,1,8,Agricultural
USA,San Antonio,Sector_1,29.43052,-98.47681,1.0,4.39,3.29,0.09,52.49,164.69,10.49,26.9,81,2.3,NE,309.55,449.26,5000.0,408.37,2024-05-23 10:41:00,spring,10,3,5,Natural
Bangladesh,Cox's Bazar,Sector_1,21.16308,92.0008,4.0,31.79,0.43,3.45,58.88,139.18,30.8,29.3,100,5.1,SE,5000.0,5000.0,5000.0,5000.0,2024-07-27 10:11:00,monsoon,10,5,7,Natural
Pakistan,Bahawalpur,Sector_1,29.40845,71.637,5.0,406.39,3.67,4.4,121.3,1225.21,600.0,20.67,14,2.82,W,383.82,5000.0,5000.0,5000.0,2025-12-17 21:43:03,winter,21,2,12,Vehicular
Pakistan,Sukkur,Sector_1,27.70363,68.85204,5.0,85.8794901333093,47.40799826506588,29.99267062143984,140.1,1552.784,600.0,27.2,10,2.4,N,51.16,1153.0,869.36,5000.0,2024-03-18 18:06:00,spring,18,0,3,Industrial
India,Bhopal,Sector_1,23.23264,77.41403,4.0,85.13,4.37,1.64,76.31,377.38,115.87,24.5,49,3.1,NE,76.22,5000.0,5000.0,5000.0,2024-05-29 15:19:00,spring,15,2,5,Agricultural
Germany,Rostock,Sector_1,54.07991,12.14547,3.0,76.12415681679798,20.47,1.94,10.37,243.43570295422543,115.97716058502536,5.6,100,4.0,SE,262.28,633.25,563.0,168.85,2024-09-27 13:03:00,spring,13,4,9,Vehicular
Pakistan,Jaranwala,Sector_2,31.3671,73.44858,5.0,500.0,23.74,3.81,149.18,2590.6,600.0,35.6,10,4.2,W,616.76,5000.0,5000.0,5000.0,2024-08-06 13:25:00,summer,13,1,8,Vehicular
Pakistan,Bahawalpur,Sector_2,29.42957,71.66025,5.0,164.72,2.21,3.23,77.87,416.53,282.48,28.2,43,5.5,SE,178.62,5000.0,5000.0,5000.0,2024-07-02 17:48:00,monsoon,17,1,7,Vehicular
Pakistan,Daska,Sector_1,32.36915,74.35508,5.0,313.69,45.08,5.88,36.16,2380.42,427.85,16.99,77,0.265,W,337.43,5000.0,5000.0,5000.0,2025-12-17 21:49:46,winter,21,2,12,Vehicular
China,Hefei,Sector_1,31.86405,117.30786,5.0,237.36,58.4825,16.63,0.3,2290.9,370.97,12.8,68,2.8,E,14.12,663.98,5000.0,5000.0,2024-05-14 12:01:00,spring,12,1,5,Industrial
China,Nanchang,Sector_3,28.66067,116.04128,5.0,136.40286825430394,55.28508979653894,29.99267062143984,27.75,1372.54,274.43,11.5,56,4.43,NW,973.55,362.0,5000.0,5000.0,2025-12-17 21:18:53,winter,21,2,12,Industrial
Pakistan,Nawabshah,Sector_1,26.27733,68.38558,5.0,106.96,7.52,5.2,65.21,496.87,185.6,23.3,55,2.4,SE,258.99,5000.0,5000.0,5000.0,2024-08-30 20:25:00,monsoon,20,4,8,Vehicular
India,Vasai-Virar,Sector_4,19.3869,72.83987,5.0,80.18,3.2,26.16,143.33,343.79,119.16,33.4,72,5.2,SE,1280.96,5000.0,5000.0,5000.0,2024-09-10 14:27:00,monsoon,14,1,9,Natural
Pakistan,Peshawar,Sector_1,33.9999,71.57676,5.0,61.09579088342157,15.28,3.11,131.26,370.2031526980359,193.07245914882776,21.4,73,0.7,E,176.49,2022.11,542.0,5000.0,2024-05-26 09:38:00,spring,9,6,5,Agricultural
India,Nashik,Sector_4,20.0082,73.76029,5.0,165.12,37.9,29.74,210.26,1837.72,379.03,34.5,11,3.6,SE,46.04,5000.0,5000.0,5000.0,2024-07-31 13:49:00,summer,13,2,7,Vehicular
Indonesia,Depok,Sector_1,-6.40083,106.80774,1.0,147.91471362391582,27.894205534572677,0.11,59.38,1401.1766475142313,6.832,33.8,85,4.1,NE,100.36,667.58,233.27,792.0,2024-04-13 18:31:00,spring,18,5,4,Burning
China,Nanning,City Center,22.8193063,108.3627211,5.0,261.93836140704377,37.76679215090604,6.83,34.53,951.5234485729648,49.66,23.4,100,2.8,SE,56.04,5000.0,5000.0,899.0,2024-09-24 14:25:00,monsoon,14,1,9,Vehicular
India,Nagpur,Sector_1,21.16162,79.07242,5.0,257.49,12.53,29.93,195.47,920.95,287.63,35.4,33,1.6,N,75.15,5000.0,5000.0,5000.0,2024-07-31 11:34:00,summer,11,2,7,Vehicular
Russia,Perm,City Center,58.0108531,56.2318528,1.0,144.07489589123338,58.4825,29.99267062143984,21.84,120.22,2.23,-6.9,100,2.6,SE,164.42,1318.0,5000.0,1216.25,2024-09-17 17:29:00,monsoon,17,1,9,Industrial
USA,Miami,City Center,25.7741566,-80.1935973,2.0,94.80733938442457,0.38,0.56,144.39,306.53384296379545,114.36771282373084,27.9,67,6.3,NE,0.02,233.85,920.0,807.0,2024-04-15 20:12:00,spring,20,0,4,Burning
Nigeria,Aba,Sector_1,5.11251,7.35157,1.0,0.94,0.27,0.15,10.16,79.14,2.37,33.0,84,5.0,S,580.64,5000.0,5000.0,5000.0,2024-07-15 14:59:00,monsoon,14,0,7,Natural
India,Coimbatore,Sector_2,11.01334,76.97896,3.0,71.89,29.7,7.69,85.85,1073.66,73.07,41.3,10,3.5,SE,40.53,819.49,5000.0,5000.0,2024-06-26 10:08:00,summer,10,2,6,Industrial
Nigeria,Mubi,Sector_2,10.29173,13.30112,5.0,82.74,0.87,0.36,65.61,157.58,292.58,30.05,12,2.77,W,1218.3,5000.0,5000.0,5000.0,2025-12-17 21:33:29,winter,21,2,12,Natural
Germany,Essen,Sector_1,51.41657,7.04211,1.0,6.48,11.78,0.68,40.04,203.99,8.38,8.49,84,0.45,W,1110.71,1779.65,2093.59,1333.59,2025-12-17 21:33:18,winter,21,2,12,Natural
China,Dalian,Sector_2,38.9251,121.64096,3.0,45.44,28.04,27.66,48.5,361.53,68.0,-2.92,93,0.265,NW,57.53,5000.0,5000.0,5000.0,2025-12-17 20:27:11,winter,20,2,12,Vehicular
Indonesia,Pekanbaru,Sector_4,0.50908,101.46453,3.0,27.34,9.97,1.29,0.75,826.37,47.51,31.4,83,3.5,NE,95.06,5000.0,5000.0,5000.0,2024-03-02 12:50:00,spring,12,5,3,Vehicular
Brazil,Niterói,Sector_2,-22.87064,-43.1206,1.0,338.3425060847494,34.97957760978731,0.23,44.42,2028.609676586897,18.86,23.59,73,4.63,NW,342.63,434.32,5000.0,842.0,2025-12-17 20:46:58,winter,20,2,12,Industrial
Germany,Leipzig,Sector_2,51.31792,12.34704,3.0,85.47245602444616,31.456576799325237,29.99267062143984,34.78,588.672,62.706,16.3,72,6.1,NE,141.52,935.0,1661.95,298.48,2024-05-03 17:46:00,spring,17,4,5,Industrial
Bangladesh,Faridpur,Sector_4,23.5872,89.8747,5.0,79.5,6.41,6.12,64.89,382.93,85.96,28.0,78,4.7,SE,658.63,5000.0,5000.0,5000.0,2024-09-17 09:04:00,monsoon,9,1,9,Natural
Pakistan,Kasur,Sector_1,31.15582,74.43079,5.0,67.99560617908435,25.64,4.24,156.2,322.6310702688387,147.63456659803109,32.1,10,3.4,SW,210.54,5000.0,381.0,5000.0,2024-07-28 15:49:00,spring,15,6,7,Vehicular
Nigeria,Bida,Sector_1,9.12697,6.01398,4.0,95.12,2.66,0.88,121.24,613.63,159.61,49.4,10,4.3,SW,60.66,5000.0,5000.0,5000.0,2024-06-22 16:36:00,summer,16,5,6,Vehicular
Nigeria,Makurdi,Sector_2,7.74756,8.5671,5.0,176.43,4.36,1.22,87.89,885.24,518.56,53.1,10,2.5,N,1474.95,5000.0,5000.0,5000.0,2024-08-05 13:27:00,summer,13,0,8,Vehicular
USA,Memphis,Sector_1,35.18519,-90.06377,1.0,64.96657900726498,5.69,0.25,21.82,311.48006024062306,174.7747219628261,12.1,96,4.4,SE,1022.17,880.16,2812.0,5000.0,2024-09-06 19:54:00,spring,19,4,9,Agricultural
Germany,Ludwigshafen,Sector_1,49.49415,8.40425,2.0,6.88,18.82,1.39,21.4,172.55,7.37,8.5,100,2.7,SE,125.2,968.45,371.82,215.19,2024-09-09 12:42:00,monsoon,12,0,9,Natural
Nigeria,Mubi,Sector_1,10.29349,13.26661,5.0,45.32,0.44,0.33,40.13,79.67,139.97,38.4,59,4.7,SE,511.94,5000.0,5000.0,5000.0,2024-08-16 11:17:00,monsoon,11,4,8,Natural
Pakistan,Larkana,Sector_2,27.59252,68.19936,5.0,189.84,3.02,1.6,142.55,521.95,289.49,31.3,10,3.8,E,927.69,5000.0,5000.0,5000.0,2024-03-12 10:49:00,spring,10,1,3,Vehicular
China,Beijing,Sector_1,40.1776,116.38603,5.0,307.38,58.4825,29.93,0.0,2592.56,363.1,-3.0,74,1.49,N,465.13,957.52,1493.26,5000.0,2025-12-17 20:37:34,winter,20,2,12,Industrial
Nigeria,Ikare,Sector_1,7.53389,5.72241,2.0,4.19,0.43,0.36,23.42,68.87,11.62,42.0,50,4.5,E,121.35,5000.0,5000.0,5000.0,2024-07-17 16:07:00,monsoon,16,2,7,Natural
Russia,Volgograd,Sector_3,48.73362,44.53903,1.0,9.24,12.348,3.9,84.74,465.7600000000001,20.062,14.3,80,6.9,N,334.25,84.1,2475.39,618.07,2024-07-24 11:02:00,summer,11,2,7,Vehicular
Pakistan,Dadu,Sector_2,26.74411,67.81888,5.0,345.43287392261647,10.169930961947667,3.31,146.32,1252.118069088321,331.96,34.0,10,3.0,NE,1843.92,5000.0,5000.0,2857.0,2024-03-30 13:28:00,spring,13,5,3,Burning
Pakistan,Abbottabad,Sector_2,34.12317,73.2005,5.0,293.85,58.4825,4.64,100.75,2762.59,364.42,23.5,10,2.7,SW,725.42,5000.0,5000.0,5000.0,2024-07-21 17:26:00,summer,17,6,7,Vehicular
Brazil,Serra,City Center,-20.1252961,-40.3064477,1.0,7.26,9.14,2.19,46.15,218.51,10.01,30.64,55,6.17,NW,52.69,411.87,1544.47,5000.0,2025-12-17 20:00:36,winter,20,2,12,Natural
India,Kalyan-Dombivli,Sector_2,19.25614,73.13116,5.0,97.17,4.37,25.61,132.95,460.79,89.99,38.2,70,2.5,SE,123.98,382.21,5000.0,5000.0,2024-07-16 12:08:00,monsoon,12,1,7,Industrial
China,Dongguan,Sector_1,23.03843,113.77236,5.0,132.66663006792078,28.438963621311697,29.93,52.06,820.1690515699946,300.57,33.0,21,2.8,W,5.63,5000.0,5000.0,534.0,2024-08-18 16:29:00,summer,16,6,8,Burning
USA,El Paso,Sector_3,31.75501,-106.46711,1.0,8.84,2.14,0.25,60.17,105.1,7.96,21.3,30,3.6,E,190.87,189.55,5000.0,5000.0,2024-04-17 09:03:00,spring,9,2,4,Natural
Bangladesh,Gaibandha,Sector_2,25.3139,89.55202,5.0,147.12208270615386,30.350516110791204,25.39699264146769,84.27,1059.88,402.81,37.6,44,4.5,W,471.77,1206.0,5000.0,5000.0,2024-08-20 12:06:00,summer,12,1,8,Industrial
Germany,Mannheim,City Center,49.4892913,8.4673098,2.0,17.26,22.0,1.26,61.32,464.9,22.44,12.5,73,1.4,N,438.37,29.16,5000.0,456.9,2024-04-19 09:36:00,spring,9,4,4,Vehicular
China,Lanzhou,Sector_1,36.46918,103.76061,4.0,67.09,15.34,10.45,53.86,515.58,89.93,9.8,36,2.1,NE,375.04,5000.0,5000.0,5000.0,2024-05-26 18:50:00,spring,18,6,5,Vehicular
Pakistan,Chishtian,Sector_1,29.79235,72.83652,5.0,220.8859963453017,29.845788430242777,5.27,138.71,2126.445762892735,553.5,19.61,15,2.33,NW,743.41,5000.0,5000.0,2362.0,2025-12-17 20:02:53,winter,20,2,12,Burning
Brazil,Caxias do Sul,Sector_4,-29.20292,-51.19945,1.0,44.81077948802474,0.44,1.27,57.8,273.7201847170387,216.1479895471215,21.06,60,2.06,NW,284.85,453.24,1753.0,370.15,2025-12-17 21:54:43,spring,21,2,12,Agricultural
China,Wuxi,City Center,31.5776626,120.2952752,5.0,343.94,58.4825,26.38,0.0,3000.0,362.49,20.4,40,4.4,SW,7.19,744.11,5000.0,5000.0,2024-06-02 08:24:00,summer,8,6,6,Industrial
Russia,Yekaterinburg,Sector_3,56.85538,60.58319,1.0,196.13067304732084,36.72838549077705,1.68,58.23,2107.4504730184726,1.57,-15.22,85,2.0,W,54.6,447.96,5000.0,627.0,2025-12-17 20:16:59,winter,20,2,12,Industrial
Russia,Astrakhan,Sector_3,46.31616,48.03713,2.0,236.62006938839485,29.91354086365717,0.3,114.91,2122.9812730506924,20.13,16.3,40,5.9,SW,137.68,5000.0,5000.0,2308.0,2024-06-10 11:40:00,summer,11,0,6,Burning
Bangladesh,Dinajpur,Sector_3,25.58185,88.62617,5.0,121.72914291498194,38.572788680771104,18.919640165872146,78.0,1073.49,230.9,19.2,50,2.44,NW,204.75,1788.0,5000.0,5000.0,2025-12-17 21:48:44,winter,21,2,12,Industrial
Russia,Rostov-on-Don,City Center,47.2222596,39.7198736,2.0,59.5400264017765,7.71,1.25,23.94,201.38198219820757,130.45615810963253,11.0,100,3.7,SE,62.63,634.59,1418.0,138.23,2024-08-01 17:30:00,summer,17,3,8,Agricultural
USA,Fort Worth,Sector_2,32.76685,-97.29963,1.0,47.88197451289099,3.39,0.09,76.02,256.7462049761865,141.38344159178936,22.8,72,4.0,N,231.84,214.11,2511.0,2433.95,2024-03-08 11:26:00,summer,11,4,3,Agricultural
India,Jodhpur,Sector_1,26.32264,73.03354,5.0,123.01,19.72,3.13,87.09,577.99,174.8,20.78,15,2.1,NW,883.05,5000.0,5000.0,5000.0,2025-12-17 20:09:25,winter,20,2,12,Vehicular
Nigeria,Kano,Sector_4,11.98231,8.52266,5.0,69.3,1.2,0.64,54.33,110.7,308.21,41.5,35,6.1,SE,133.28,5000.0,5000.0,5000.0,2024-09-30 12:03:00,monsoon,12,0,9,Natural
Germany,Kiel,Sector_3,54.34926,10.18858,3.0,64.20835059618211,33.084,2.58,9.8,391.9699108237468,198.26266825481844,14.5,80,3.6,N,9.37,251.77,574.0,412.36,2024-03-08 13:02:00,spring,13,4,3,Industrial
Nigeria,Gusau,Sector_3,12.18356,6.65392,5.0,207.26,0.96,0.53,200.15,426.27,600.0,46.0,10,6.2,SE,454.56,5000.0,5000.0,5000.0,2024-07-18 20:02:00,summer,20,3,7,Vehicular
China,Xi'an,Sector_1,34.21886,108.92842,5.0,130.46384701255425,58.4825,29.99267062143984,129.05,1036.56,326.74,25.2,18,3.0,SW,125.92,563.0,5000.0,5000.0,2024-07-24 08:56:00,summer,8,2,7,Industrial
Bangladesh,Habiganj,Sector_2,24.38569,91.43735,5.0,82.11,18.57,4.8,59.41,715.35,104.71,19.65,59,1.99,NW,1584.78,5000.0,5000.0,5000.0,2025-12-17 20:36:34,winter,20,2,12,Natural
China,Nanning,Sector_1,22.80371,108.36505,5.0,95.69,6.66,6.24,69.87,413.76,101.99,18.25,75,2.6,NW,4.44,5000.0,5000.0,5000.0,2025-12-17 21:07:08,winter,21,2,12,Vehicular
Nigeria,Kaduna,City Center,10.5182899,7.4359863,5.0,317.988136830937,22.09891749884398,0.37,40.13,1074.9738554758758,167.8,37.4,34,2.4,SE,127.69,349.91,217.78,1305.0,2024-09-14 16:12:00,monsoon,16,5,9,Vehicular
Brazil,Serra,City Center,-20.1252961,-40.3064477,1.0,20.55,12.732,2.22,98.56,645.0720000000001,19.054,45.6,29,7.9,SW,52.69,411.87,1544.47,5000.0,2024-08-21 15:36:00,summer,15,2,8,Burning
Pakistan,Sukkur,Sector_4,27.685,68.85263,5.0,338.53,6.47,5.62,153.95,1158.09,477.53,30.6,18,3.4,NE,307.02,5000.0,5000.0,5000.0,2024-05-01 18:25:00,spring,18,2,5,Vehicular
India,Jodhpur,City Center,26.2967719,73.0351433,5.0,229.5140374548228,18.692291613750704,3.13,87.09,2067.8911350948147,174.8,20.78,15,2.1,NW,52.88,5000.0,5000.0,1275.0,2025-12-17 21:03:40,winter,21,2,12,Burning
China,Hefei,Sector_3,31.88661,117.26169,5.0,115.62,58.4825,21.62,0.11,840.69,125.28,15.5,100,2.9,SE,89.51,5000.0,5000.0,5000.0,2024-08-19 11:35:00,monsoon,11,0,8,Vehicular
USA,Las Vegas,Sector_1,36.16639,-115.17645,3.0,18.84,4.03,0.21,72.21,133.74,68.53,15.0,38,3.4,NE,29.1,403.94,5000.0,5000.0,2024-04-20 18:59:00,spring,18,5,4,Agricultural
USA,Houston,Sector_2,29.79328,-95.33568,2.0,0.65,0.7,0.21,63.07,39.63,0.91,24.4,100,4.9,SE,79.99,5000.0,5000.0,5000.0,2024-08-04 16:17:00,monsoon,16,6,8,Natural
