Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,roads,dump_sites,agricultural_fields,Air Quality
40.4,107.6,31.2,56.4,41.8,19.9,2.14,7.4,767,35,4,7,Hazardous
28.1,74.6,0.3,4.9,15,1.7,1.04,10.3,256,30,4,8,Good
25,58.6,8.4,12.3,15.1,5.1,0.89,16.6,255,46,4,7,Good
33.6,51.9,55.3,62.7,36.2,1,2.41,5.6,403,23,3,7,Poor
22.3,69.8,16.5,19.8,23.6,5.7,0.98,12.7,310,31,1,0,Good
29.2,93.5,20.8,29.8,30.9,7.3,1.65,3.6,713,22,3,10,Poor
36.5,86.5,19.9,32.8,33.3,12.4,2.14,4,623,16,0,0,Poor
34.8,72.7,12.7,20.2,23.4,16.3,1.68,8.2,679,23,0,10,Moderate
38.6,76.2,26,48.7,32.8,3.5,2.12,3.7,612,29,4,5,Poor
30.9,70.6,23.5,40.2,24.4,12.7,1.34,10.7,393,25,5,0,Moderate
34,68.2,5.4,10.2,47.2,12.8,2.16,3.9,725,23,2,5,Poor
16.6,38.7,4.1,8.5,19.8,5.4,0.95,15.6,264,15,1,0,Good
13.4,65.8,4,7,25.1,0.9,0.74,11.6,322,29,1,10,Good
24.6,53.5,0.1,4.1,15,6.2,1.09,11.8,380,14,1,3,Good
26.7,64.4,7.6,14.9,24,3.7,1.07,15,544,37,3,1,Good
27.6,54.2,9.4,14.9,25.7,2.8,1.05,12.4,525,30,0,8,Good
26.3,62.2,26.1,32.7,19.9,8.3,1.09,10.3,259,15,2,5,Good
25.7,64.4,13.8,25,21.4,14.9,1.54,6.6,324,26,0,8,Moderate
29.6,53,14.8,20.6,22.5,5.5,0.99,11.1,509,22,2,5,Good
28.2,80.5,19.1,31.5,25,11.1,1.11,5.2,373,33,0,10,Moderate
21.7,69,7.3,12.7,21.1,6.2,0.94,10.4,593,43,5,4,Good
30.8,47.1,15.6,20,16,4.6,1.02,12.2,329,11,2,0,Good
31.6,67,10.3,22,31.4,1.7,1.3,5.4,513,31,2,1,Moderate
42.3,70.8,18.7,35.2,28.1,20.8,2.21,3.9,651,28,7,7,Poor
24.3,50.6,9.1,13.1,13.6,6.9,0.99,11.5,245,36,1,3,Good
23,59.3,10.6,18.8,26.1,15.3,1.42,10.6,337,32,3,11,Moderate
30.9,46.6,4.1,13.6,14.3,1.8,0.98,10.4,218,22,0,1,Good
21.2,69.6,10.3,16.7,13.9,10.3,1.01,12.9,509,26,1,10,Good
29.1,79.4,41.6,56.1,31.5,16.8,2.49,6.2,542,22,2,4,Poor
35.8,71.8,42.3,53.4,29.8,13.3,2.32,4,485,40,1,11,Poor
27.3,70.7,0.1,6.3,15.3,6.5,1.11,10.9,454,30,2,8,Good
23.6,70,15.2,17.8,22.2,5.5,1.11,11.5,482,49,0,6,Good
24.5,62.2,7.7,12.4,25.2,7.3,1.65,8.8,393,29,1,8,Moderate
21.6,56.3,29.5,35.8,26.1,2.2,0.98,11.1,298,22,0,10,Good
24.6,54.3,23.1,28.1,29.8,14.9,1.32,6.9,638,14,4,5,Moderate
40.6,81.7,52.6,76.5,39.3,14.8,1.74,6,755,11,2,0,Poor
20.6,80.6,0.3,5.1,22,4.6,1.49,7.6,647,14,1,10,Moderate
38.5,65,82.1,96.8,35.9,25.9,1.85,4,611,32,0,4,Poor
27.1,61.5,24,29.4,45.5,14.3,2.19,4.3,806,35,8,16,Poor
26.6,92.9,31.8,51.9,35,10.2,1.42,6.1,526,14,1,3,Moderate
30.8,63.9,34.4,43.3,14,13.9,1.52,5.1,350,38,3,4,Moderate
40,52.7,1,12.1,34.3,5.3,1.25,6.2,355,25,2,8,Moderate
36,70,2.1,14.1,37.2,21.4,2.18,5.4,495,31,1,9,Poor
22.3,51,30.9,40,17.5,4.5,1.78,6.2,294,46,1,7,Moderate
43.6,93.5,7.9,31.4,25.3,9.9,2.09,3.6,522,38,4,3,Poor
22.8,61.5,5.1,14.2,22.1,2.5,0.98,10.7,489,27,1,1,Good
37.8,77,7.7,30.7,56.4,16.6,3.09,2.6,674,21,1,3,Hazardous
30.6,78.3,10.9,27.7,26.3,14.1,2.62,3.5,651,8,2,0,Poor
32.4,74.5,16.6,35,43.8,11.3,2.2,4.6,374,22,2,14,Poor
28.6,73,1.2,2.9,15.3,5.3,0.9,12.7,522,27,0,1,Good
44.1,109.2,31.8,44.9,51.1,12.3,2.27,5.7,640,20,2,4,Hazardous
32.1,66.3,19.9,28.8,33.3,20.6,1.68,6.5,474,28,1,8,Poor
30.4,80,16,29.5,32.8,2.5,1.66,5.2,459,30,3,6,Moderate
27.1,75.8,61.2,83.7,31.3,19.7,1.79,5.3,592,27,1,3,Poor
30.3,67.3,31.6,33.1,23.5,13.2,1.23,5.3,670,23,2,5,Moderate
31.1,69.9,22.4,25.7,25.7,7.1,1.04,13.7,417,31,6,3,Good
29.5,76.7,71.4,79.9,31.9,12.4,1.27,7,550,34,3,4,Moderate
21.4,52.4,0.5,7.4,21.1,5.9,0.94,11.4,200,19,0,7,Good
42,86.2,2,8.8,33.7,22.3,1.7,7.4,538,44,2,1,Poor
30,85.1,70.6,91.5,30.7,7.1,1.52,5.3,373,29,4,10,Moderate
31.2,49.7,20.5,30.6,25.2,15.7,1.59,9,347,30,0,6,Moderate
27.4,36,8.8,16.7,22.2,2.5,1.04,11.1,407,37,3,3,Good
26.6,56.6,6.9,16.4,25.5,6.4,1.09,5.7,327,32,2,4,Moderate
37.2,73,36.6,64.7,48.2,20.6,1.94,4,514,39,3,10,Hazardous
42.2,79.3,44.7,65.4,29.9,21.2,2.26,2.9,523,32,2,9,Hazardous
44.3,61.7,55,66.4,32.7,13.1,1.82,4.1,614,23,3,6,Poor
27.1,58.3,4.7,17,29.4,7.5,1.07,5,349,33,1,3,Moderate
29.5,61.5,7.9,11,20.5,7.6,0.87,12.2,378,18,3,8,Good
34.7,75.8,2.7,6.4,33.2,6.3,1.5,7.8,335,31,1,6,Moderate
38.3,107.8,39.3,60.8,32.3,29,2.61,6.8,462,29,5,12,Hazardous
22.2,69.8,15.2,21.7,17.5,6.5,1.03,11.2,294,27,0,5,Good
39.1,82.9,56.7,69.3,39.7,8.2,2,3.6,543,28,6,12,Poor
28.7,80.2,15.8,23.3,17.5,7.8,0.87,10.2,512,11,3,6,Good
23.5,44.5,3.6,8.1,23.2,1.6,1.02,10.3,221,24,2,1,Good
27.8,85.9,24.2,35.3,28.1,8,1.31,8.5,497,30,3,19,Moderate
35.3,65.1,109.6,122.9,40.9,8.3,2.64,10.5,777,31,1,0,Poor
56,68.8,15.8,29.9,48.9,17.4,3.11,3.3,535,19,3,0,Hazardous
25.6,60.3,21.4,34,30.4,3.7,1.37,7.8,315,42,1,0,Moderate
33,90.1,35.3,49.5,31.2,7.4,1.6,6.2,358,21,2,16,Moderate
20.6,69,23.2,27,13.6,2.4,0.92,13.1,444,39,2,14,Good
30.3,76.3,9.2,20.7,38.4,17.2,1.61,3.6,726,34,1,6,Poor
28.2,73.2,27.8,39.6,23.7,1.3,1.46,5.7,563,23,2,7,Moderate
34.9,51.8,31.4,40.1,19.6,12,1.46,6,634,47,2,7,Moderate
31,93.2,28.7,48.3,44.2,11.3,2.29,10.1,592,18,2,0,Poor
34.1,73.4,5.5,12.2,20.9,4.6,1,10.1,188,39,5,11,Good
51.3,89.9,13.7,28.8,64.9,20.6,2.18,2.6,807,40,1,11,Hazardous
52.7,61.7,3.1,17.3,53,14.2,2.29,5.1,731,23,0,1,Hazardous
55.7,75.9,76.4,82.2,40.8,24.5,1.98,15.9,650,43,4,7,Hazardous
25.4,43.2,48.2,55.1,21.1,1.1,0.95,11,537,27,4,5,Good
24.7,57.4,2.9,7.9,22.9,2.3,0.92,10.1,361,32,3,5,Good
28.2,66.9,0.3,13.2,26,9.6,1.51,5,379,32,4,3,Moderate
27.4,67.7,15.8,19.3,22.7,6.8,0.83,11.6,546,28,2,5,Good
22.6,72.2,20.1,23.5,17.9,2,1.13,11.9,581,38,0,3,Good
22.5,80.2,2.5,5.6,12.8,3.1,1.09,12.3,278,37,0,10,Good
44.6,78.5,37.5,42.2,39.1,30.8,2.95,5,743,12,3,5,Hazardous
29.1,44.2,3,12.2,14.6,4.4,0.9,10.6,305,43,4,3,Good
30.5,80.8,11.9,27.8,25.6,16.7,1.87,6.7,716,13,2,5,Poor
27.1,81.7,14.9,19.8,19.1,5.5,0.92,11.9,242,40,0,5,Good
29.2,63.7,0.2,11,24.3,18.3,1.3,11.8,574,41,0,5,Moderate
36.1,82.6,28.1,28.1,31.7,12.7,1.52,9,601,19,1,8,Moderate
23,75.6,4.9,7,12.7,3.8,1.05,10.7,331,25,1,4,Good
37.2,102.1,20.6,36.4,37.9,24.6,3.07,4.1,508,18,2,3,Hazardous
25.6,42.7,5.4,8.4,19.3,4.6,0.92,10.3,418,27,0,0,Good
41.7,97.8,2.5,7.6,47.9,27.3,2.16,2.5,688,26,0,5,Hazardous
45.5,90.8,19.6,56.9,29.1,17.4,2.76,9.4,684,37,1,10,Hazardous
30.3,86.8,16.4,30.2,38.2,22.4,2.39,5.7,479,43,2,5,Poor
31.1,70.9,35.2,44.7,26.9,5.8,1.45,7.2,455,43,1,3,Moderate
21.6,45,15,17.5,15.1,0.4,1.1,10.3,487,24,4,2,Good
21.8,57.2,12.7,17.4,25.6,3.7,1.25,16.9,450,27,2,0,Good
30.7,65.8,5.5,14.2,25.8,11,1.32,5.6,380,13,3,10,Moderate
31.7,78.8,22.2,33.1,31.5,10.8,1.6,6.2,494,21,2,7,Moderate
23.5,56.5,24.8,31.9,17.5,6.2,1.01,11,329,39,3,9,Good
34.2,81.3,54.5,65,28.2,11.6,2.19,6.4,709,46,0,7,Poor
34.7,85,4.1,14.2,29.5,13.2,1.41,5.1,608,17,4,2,Moderate
25.1,49.3,0.5,6.3,16.7,3.7,0.89,11.7,239,24,2,4,Good
33.3,64.4,52.1,66.2,26.1,8.1,1.41,6.3,584,29,2,3,Moderate
19.6,65.5,33.8,39.8,30.4,11.9,1.47,6.1,629,32,1,4,Moderate
27.4,58,2.9,7,25.8,2.3,1,10.4,562,21,2,4,Good
24.6,78.7,15.8,24.2,23.2,9.2,0.93,13.7,384,34,1,10,Good
22.9,89.4,13.5,34.2,30.5,34,3.09,2.6,833,25,1,14,Hazardous
41.9,96.6,47.7,73.1,54.2,7.8,2.9,2.6,682,29,0,2,Hazardous
30.1,80.4,65.3,77.1,36.8,16.4,1.71,4.9,597,35,3,5,Poor
26.3,90.4,14.7,26.7,35.1,4.8,1.94,3.6,543,30,5,6,Poor
36.4,115.7,112.5,121.6,33,17.2,2.83,3.5,560,25,2,2,Hazardous
26.2,63.6,23.7,29.5,16.7,5.4,1.08,10.7,412,28,1,6,Good
31,85.8,10.1,24.8,29.4,8.5,1.89,12.1,507,29,0,7,Moderate
36.3,58.4,4.7,13.2,24,8.8,1.46,6.7,629,26,1,5,Moderate
28.4,42.8,0.6,6.7,24.8,9.1,1.05,10.3,599,27,2,8,Good
44.9,66.4,75.4,94.8,50.5,33.4,1.95,4.2,659,45,0,6,Hazardous
24.8,44.9,2.7,12.5,12.7,3.2,0.96,12.2,405,35,2,0,Good
25,45.1,12.9,17.6,18.6,6,0.95,11.4,605,27,1,2,Good
38.5,87.4,15.6,22.3,37.3,13.7,1.62,7.5,412,36,1,11,Poor
44.1,101.9,2.1,40.8,31.4,29.7,2.66,6.3,761,26,5,8,Hazardous
28,64,5,10.8,15.5,3.4,0.88,12.4,470,41,0,0,Good
34,62.5,20.5,30.6,29.1,9.5,1.8,6.4,346,33,2,0,Moderate
24.9,38.5,14.3,19.5,22.6,5.5,0.88,10.5,369,28,0,8,Good
44.1,72.8,45,59.2,33.9,13,2.21,6.9,707,34,0,3,Poor
19.9,76.5,16.2,23.2,19.9,8,0.88,10.1,330,14,0,0,Good
25,61.8,4.4,11,26.4,3.4,1.05,11.5,397,18,3,10,Good
35.8,64.1,13.8,27.3,30.5,20.6,1.79,4.7,626,18,4,8,Poor
32.4,73,2.9,13.8,23.4,7.2,1.76,6.9,315,31,4,2,Moderate
52.8,83.3,42.7,72.1,42.5,33.9,2.46,2.5,561,47,1,10,Hazardous
31.8,85.8,51.5,73.1,20.7,16.8,1.63,6.9,683,52,2,2,Moderate
22.7,73.6,8.2,13.6,21.8,5.2,1.14,12.2,472,36,2,3,Good
28.1,42.5,0.3,5.1,16.1,5.7,0.99,11.6,326,35,1,4,Good
26.8,70.4,4.3,9.3,20,5.4,1.16,10.5,591,11,3,0,Good
21.4,46.6,13.6,21.9,13.1,7.2,1.22,10.3,253,24,3,7,Good
35.2,68.3,4.7,16.8,21.6,13,1.3,9.6,478,22,2,8,Moderate
28.2,52.3,3.4,11.8,17.2,7.7,0.84,13,243,23,1,4,Good
30.4,93.5,8.5,29.2,36.6,16.3,1.64,6,766,28,3,8,Poor
36.9,98.2,23.7,42.8,32.2,19.1,2.15,6.5,493,25,0,0,Poor
21.9,70.5,2.8,9.8,15.3,4.4,0.83,11,326,10,3,8,Good
35.6,87.7,16.8,22.6,24.8,4,1.21,11.3,605,37,2,7,Moderate
30.6,58.5,17,31.9,27.1,9.3,1.54,5.4,405,19,1,3,Moderate
24.8,76.1,0.8,9.4,15,1.9,0.86,10.8,458,32,3,7,Good
19.7,73.8,1.4,6.7,20.1,4.3,1.1,14.2,532,50,3,2,Good
32,60.1,34.2,50.5,34.5,8,1.49,7.8,605,20,2,10,Moderate
30.6,107.4,35.4,53.4,31.2,23.4,1.73,5.6,631,4,3,8,Poor
31.9,57.1,4.4,12,27,7.7,1.23,6.1,395,27,2,7,Moderate
25.8,54.7,10.2,15.8,14.2,5,1.03,10.2,535,41,1,4,Good
35,99,28.8,37.8,50,16,2.66,2.5,586,49,3,9,Hazardous
25.5,74.9,42.2,46.7,19,3,0.94,11.9,421,17,1,10,Good
30.4,58.9,0.2,4.5,19.6,5.5,1.06,10.7,355,34,2,12,Good
28.2,56,12.8,21,23.4,10.6,1.65,5.3,277,25,2,3,Moderate
29.7,64,2.5,4.3,16.8,6.5,0.98,10.3,445,28,4,9,Good
27.1,46.8,26.3,34.7,16.5,6.6,0.92,10.6,428,56,1,11,Good
27.4,57.4,2.5,17,35.5,10.3,1.63,6.1,365,14,1,5,Moderate
41.7,84.9,89.8,106.8,27.3,29.6,2.39,9.3,923,32,2,11,Hazardous
28.9,62.5,28.6,39.6,16.2,8.7,0.76,11.2,586,34,3,6,Good
28,57.2,2,7,23.7,7.9,0.92,10.7,419,40,1,1,Good
28.8,67.1,18.2,23,22.1,5.9,1.03,15.6,569,30,1,3,Good
27.8,64.2,12.5,17.2,18.8,5.2,1,14.1,323,33,2,0,Good
31.5,62,75.4,82.5,22.7,19.2,1.55,5.9,642,26,1,5,Moderate
25.5,80.9,24.7,31.1,13.8,7.2,1.01,13.7,522,32,2,5,Good
33.2,109.9,2.8,14.8,26.7,15.2,1.88,9,511,26,2,6,Poor
24.7,87.2,15.5,25.1,33.3,17.7,2.27,5.1,670,36,1,11,Poor
29.8,58.4,27.3,33.4,12.1,8.3,0.9,10.7,410,26,1,5,Good
40.1,70.6,9.2,17.9,29.2,18,2.16,4.6,569,33,2,4,Poor
29.1,41.6,22.5,25.3,19.6,5.8,0.99,11.2,263,29,1,5,Good
27.8,96.1,4.5,31.9,39.5,0.7,1.99,4.5,614,41,2,0,Poor
34.2,78.8,18.1,29.6,24.6,11.3,1.73,6.8,441,29,2,8,Moderate
25.5,73,11.6,16.3,11.2,3,1.06,11.4,494,12,3,5,Good
29.6,80.8,10.5,31.9,30.7,21.5,2.94,4,558,42,3,6,Poor
38.5,57.4,75,83,34.9,1.6,2.35,3.7,505,20,2,5,Poor
24.6,82.8,5.6,19.8,28.7,19.1,2.02,8,710,23,4,6,Poor
27.2,74.2,18.5,24.7,38.4,33.9,2.48,3.9,424,24,4,0,Poor
23.3,52.6,9.4,17.5,21,12.1,1.41,10.8,498,43,1,5,Moderate
21.7,56.3,13.8,25,17.5,6.9,1.09,10.5,605,8,3,3,Good
22.2,83.3,11,22.4,25.2,14.7,1.35,10.2,528,61,1,6,Moderate
38.2,71.9,0.7,27.3,29.7,23.8,2.18,4.8,593,40,0,1,Poor
34.4,54,15.7,28.5,28.9,17.2,1.58,8,487,32,3,7,Moderate
41.4,74.4,27.5,38.8,28.9,21.3,2.18,4.2,778,29,3,6,Poor
24,55.5,4.1,5.7,12.7,4.3,0.89,13.9,545,32,0,0,Good
26.4,54.3,4.2,7.6,23.8,5.8,1.02,11.7,299,35,0,9,Good
25.4,75.7,17.5,29.2,18.7,11.8,1.45,7,462,36,4,3,Moderate
18.7,53.5,28.3,35.6,20.3,4.3,0.94,10.8,530,35,1,4,Good
26.3,58.7,2.6,6.5,23.8,6.4,0.99,11.2,530,30,4,9,Good
45.9,69.9,67.9,68.3,48.6,23.2,2.29,2.6,871,28,2,10,Hazardous
23.1,70.5,34.7,39.4,21.6,4.5,0.85,10.8,283,28,2,4,Good
20.9,41.1,1.7,8.4,24.8,4.9,1.08,11.2,590,28,3,6,Good
27,84.3,18.2,25.4,15.5,10.9,1.08,5.5,431,41,2,8,Moderate
28.8,40.1,12,17.6,25.9,7.2,1.06,13.3,390,35,2,11,Good
26.4,61.3,3.4,6.2,34.9,24.1,1.74,4.4,672,0,0,6,Poor
36.4,61.5,35.3,30.1,28.7,6.4,1.1,5.7,312,36,3,7,Moderate
42.6,98.3,5.8,11.7,35.4,25.2,2.33,8.4,561,31,2,2,Poor
34.4,68.6,14.6,20.6,28.4,6.4,1.36,7.2,412,29,2,0,Moderate
38.6,58.3,9.6,29.6,28.4,13.7,2.17,3.5,422,26,1,8,Poor
34.8,75.2,8.9,28.9,32.5,16.6,1.8,7.1,517,41,1,2,Poor
34.9,83.9,7,9.5,31.4,7.8,1.68,5.1,524,39,1,2,Moderate
25.6,65.8,0.3,5.2,18.7,7,0.86,11,303,22,3,8,Good
26,49.6,38.8,43,15.1,6.2,1.15,10.2,469,34,1,5,Good
19.6,38.3,4,8.8,21.1,9.1,0.95,10.2,285,20,4,6,Good
18.2,45.5,9.4,17,15.5,6.4,0.89,14.1,373,16,2,0,Good
44.1,91.8,42,61.6,38.7,32.5,2.39,3.4,613,23,1,2,Hazardous
30.1,54.7,5.2,7.2,30.1,18.6,1.65,5.8,520,38,1,12,Moderate
29.6,54.6,7.7,14.1,18.6,6.7,0.99,11.6,340,39,3,3,Good
30.9,73.9,7.1,19.8,27.7,4.1,1.19,6.1,545,35,2,5,Moderate
30.9,81.4,14.5,24.8,27.9,15.9,1.59,7.1,392,37,0,6,Moderate
21.9,56.3,16.4,20.3,23.3,9.4,0.84,10.8,271,35,3,1,Good
21.1,50.6,1.1,14.4,32.2,13.1,1.54,7.4,634,23,1,11,Moderate
24,86.1,44.5,52.2,29.5,15.4,1.49,5.5,689,34,0,6,Moderate
35.5,75.9,5.6,28.7,44,24.8,2.39,5.2,536,38,6,5,Poor
29.2,83.7,5.8,20.6,25.7,11.9,1.46,5.1,698,37,1,10,Moderate
28.9,87.3,98.3,118.1,34.8,13.4,1.76,7.9,760,41,4,9,Poor
22.4,65.2,34.2,38.7,28.2,5.9,1.02,10.7,532,37,3,13,Good
40.8,82.2,2.4,14.3,29.8,10.6,1.04,5.1,481,33,3,4,Moderate
39.1,82.6,11.4,31.9,27.9,18.5,2,4.5,750,40,3,14,Poor
34.1,90.5,14.3,17.4,19.6,6.4,1.59,7,494,29,3,8,Moderate
20.1,73.7,9.2,14.6,15.9,3.5,0.93,13.6,512,21,1,12,Good
28.1,82,14.5,19.5,27,9.3,1.47,8.2,697,28,0,9,Moderate
39.3,73,15,35.5,34.2,8.1,2.05,3.7,655,22,1,3,Poor
21.9,48.9,6.7,11.1,13.7,7.1,0.93,11.4,549,23,1,2,Good
25.3,79.8,2.3,10.9,33.5,14.1,2.04,4.3,602,28,0,0,Poor
25.7,39.5,11.7,16.9,18.6,7,1.01,16.5,206,22,1,0,Good
24.5,73.3,7.8,12.5,21.6,4.5,0.94,10.2,322,26,3,3,Good
26.4,76.1,16.6,21.8,20.2,5.7,1.73,5.3,633,11,0,11,Moderate
26,65.5,12.3,16.1,24.8,3.1,0.99,10.9,405,32,0,4,Good
41.3,103.3,168.6,185,47,28.8,1.99,4.3,631,30,2,3,Hazardous
32.6,61.4,37.3,53.1,27.8,11.8,1.65,5.1,529,21,1,8,Moderate
33.4,80.3,3.1,13,23.3,10.1,1.76,7.3,600,36,4,2,Moderate
24.5,73.2,3.5,7.3,25.3,4.6,1.37,10.7,399,39,0,13,Good
30.2,72.3,13.7,22.2,29.8,10.1,1.74,9.7,555,13,2,4,Poor
24.1,47.7,15.6,17.9,17.7,2.9,1.02,12.9,426,22,4,9,Good
33.8,78.8,120.5,139.6,41.6,5.3,1.88,3.3,688,22,2,5,Poor
24,79.3,6.2,13.3,22,6.6,0.9,10.5,579,20,4,6,Good
22,72.9,7.5,11.7,21.2,4,0.88,25.2,300,38,1,10,Good
28.7,60.8,20.4,34.7,31.8,9.5,1.4,7.6,667,28,2,6,Moderate
31.6,54.6,1,7.7,18.8,3.2,1.05,11.1,208,27,0,11,Good
47.1,61.2,15.8,34.2,29.7,18.3,1.56,10.4,675,9,2,2,Poor
26.9,67.4,4.4,12.5,31.9,11.2,1.69,5.8,311,36,2,0,Moderate
27.3,79.9,26.9,33.8,16.6,6,0.91,10.1,365,17,4,0,Good
38.1,92,115.9,153.7,37.6,23.6,2.96,2.7,511,30,1,11,Hazardous
50.6,92.4,42.9,58.7,40.4,29.7,3.34,4.8,695,32,5,9,Hazardous
27.3,73.2,8.6,11.8,17.2,4.8,1.1,11.4,345,43,1,4,Good
22.2,69.7,19.1,21.7,25,9.2,1.15,12.5,595,16,0,7,Good
49,98.4,149.7,183.1,33.8,7.6,1.12,5.2,797,0,3,10,Hazardous
28.3,59.1,1.5,6.1,23.4,7,1.1,10.9,511,31,1,5,Good
28.5,44,1.3,3.1,15.1,5,0.83,19.2,405,48,3,0,Good
27.7,68.1,30.4,35.6,28.8,5,0.86,11,485,42,4,0,Good
26.9,66.8,10.5,18.7,30.4,10.5,1.71,10.8,589,32,0,1,Moderate
24.7,55.3,11.2,15.3,12.5,6.6,0.99,17.5,200,25,1,6,Good
25.1,70.1,9.5,17.4,25.8,4.4,0.83,12.3,596,38,2,2,Good
21.5,61.4,4.2,10.4,22.1,-0.1,0.95,10.9,447,20,1,10,Good
30.1,71.8,6.7,24.3,28.7,12.4,1.34,6.9,571,34,4,0,Moderate
24.8,84.3,1,9.2,24.8,2.7,1.64,9.2,614,35,1,3,Moderate
34,104.3,25.9,44.1,41.7,15.9,2.35,7.1,676,40,4,0,Hazardous
32.7,64.6,12.6,18.9,30.5,9.5,1.65,7.2,505,57,0,4,Moderate
32.4,62.5,28.9,38.3,31,7,1.64,5.1,688,33,0,6,Moderate
28.4,79.6,21.5,37.8,21.6,11.1,1.68,5.6,655,24,2,10,Moderate
22.5,67.5,4.9,8.1,24.6,3.6,0.97,14.2,471,29,4,6,Good
28.8,44.8,4.2,8.8,12.1,3.9,0.92,14,298,12,4,8,Good
30.1,56.7,7.9,25.2,26.4,11.4,1.39,7,662,23,1,10,Moderate
24.2,80.6,3.3,13,23.6,14.5,1.22,6.1,367,25,3,7,Moderate
29.7,82,20.8,30.1,26.9,11.6,1.39,7.2,424,24,1,2,Moderate
34.1,65.4,49.1,56.2,23.1,10.2,1.49,7.9,385,31,1,7,Moderate
24,46.1,0,2.2,15.1,6.8,1.13,10.8,465,21,1,11,Good
29.1,93.5,9.8,30.2,29.3,13.4,1.54,5.4,402,41,2,4,Poor
37.7,73.8,16.9,36.9,40,25.8,2.3,5.1,451,30,3,8,Poor
25.6,46,9.2,14.7,17.1,1.3,0.88,10.2,333,29,3,8,Good
24.7,38.8,16.9,24.5,16.6,3.4,1.06,11.2,485,26,0,4,Good
40.5,106.5,61.9,84.7,37.6,19.6,3.03,4.5,625,31,0,9,Hazardous
36.6,90.5,21.9,33.1,30.7,19.9,2.3,7.2,443,38,0,4,Poor
24.6,90.1,45.9,52.9,19,10.9,1.79,6.7,550,21,1,7,Moderate
29.6,76.8,33.8,40.2,13.1,3.6,1.16,12.6,326,23,2,5,Good
31.5,66.1,1.5,9.5,23.4,8.2,1.39,6.6,691,26,3,6,Moderate
22.3,50.9,11.1,18.3,19.5,5.1,1.02,11.6,287,16,2,9,Good
32.9,56,6,15.9,21,12.3,1.78,6.4,434,21,3,0,Moderate
28.1,83.5,11.8,24,28.6,9,1.07,9,690,25,3,8,Moderate
25.2,46,3.9,8.2,22.8,0.2,1.17,10.4,392,38,4,8,Good
29.5,68.8,1.2,7,13.6,6.1,0.98,11.1,368,32,2,3,Good
24.2,89,22.8,31.7,34.3,10.9,1.46,5.8,623,31,1,5,Moderate
26.8,91.8,5.1,10.5,28.3,7.2,1.31,9.6,376,38,2,2,Moderate
20.2,52.4,11,14.6,12.2,4.4,0.95,18.7,418,28,2,2,Good
23.2,39.6,0.8,7.3,21.7,5.8,0.91,10.9,438,33,2,7,Good
25.8,56.2,8.5,16.8,29.4,10.3,1.3,5,414,28,1,16,Moderate
33.3,59.2,9.5,25.1,38.2,19.9,1.69,4.9,450,32,1,8,Poor
25.2,69.1,75.3,89.9,30.1,10.8,2.18,8.4,483,24,0,2,Poor
27.5,62.3,1.1,6,14.1,5.6,1.04,10.9,533,5,0,9,Good
26,76,1,4.5,13.1,2.7,1.09,10.2,248,28,2,8,Good
38.2,95.1,15.8,31.3,26.2,11,2.43,5.5,616,44,1,0,Poor
41.4,82.4,12.6,27.3,41.2,9.1,1.91,4.3,471,39,7,4,Poor
22.2,76.9,2.5,5.7,20.6,6,0.92,11.3,339,39,1,5,Good
28.2,49.3,40.9,48.4,21.3,8.8,1.64,11.6,617,42,1,6,Moderate
27.3,48.7,18.1,24.7,12.8,4.6,1.05,10.8,224,30,1,5,Good
22.6,41.7,5.7,12.1,21.5,6.1,0.85,10.3,407,31,2,6,Good
48.6,88.7,37.5,64.1,34.3,5.6,1.75,6.2,592,23,4,2,Poor
36,95.2,7,21.6,36.2,13.8,1.75,4.5,564,26,2,4,Poor
21.2,59.5,6.5,9.8,22.9,5,1.09,10.5,595,36,1,4,Good
25.8,55.8,18.9,26.4,19.9,7.3,1,12,579,42,1,10,Good
37.1,100.9,3.5,19.9,46,18.4,2.08,6.6,473,28,1,3,Poor
21.5,47.3,10.6,18.8,15.6,6.2,1,11.4,271,25,0,5,Good
27.8,66.9,12.1,14.6,25.5,4.5,1.06,13.9,442,30,4,4,Good
23.6,73,10.5,13.8,17.1,6.3,1.03,10.4,571,36,1,12,Good
33.5,68.3,54.1,72.7,30.6,25.1,1.52,7.2,570,15,3,8,Poor
21.2,75.1,25.1,31.7,26,10.3,1.48,6.9,666,7,3,2,Moderate
28.4,76.2,16.8,28.7,30,8.2,1.64,5.7,644,24,3,7,Moderate
31.7,51.8,30.9,45.9,21.7,7.4,1.08,6.9,460,17,2,1,Moderate
28.4,62.8,24.6,35.1,23.5,12.3,1.53,5.4,543,24,2,7,Moderate
27.7,58.8,39.1,50.7,33,9.8,1.43,7.9,408,28,3,11,Moderate
24.7,78.7,0.1,6.4,13,4.7,0.97,10.8,193,25,2,0,Good
32.5,74.8,53.5,65.2,22,11.4,1.54,5.4,399,44,0,1,Moderate
27.5,83.2,6.7,16.6,24.2,10.1,1.63,9.3,566,33,3,6,Moderate
24.2,75.7,29.5,34,17,5.9,1.06,10.3,483,33,2,4,Good
48.4,109,103.3,114.9,48.6,25.6,2.23,5.9,863,36,4,6,Hazardous
24.7,69.8,5.7,8.5,26.4,2.9,1.15,12.4,443,18,2,5,Good
26.8,64.3,10.7,15.9,26.5,3.8,1.3,12.8,451,40,1,0,Good
