Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,roads,dump_sites,agricultural_fields,wind_speed,wind_direction,Air Quality
31.0,63.5,5.4,13.4,26.9,15.4,1.56,5.1,26.0,2.0,13.0,2.6,28.0,Moderate
24.9,75.7,9.8,14.2,25.4,4.2,0.88,10.4,29.0,0.0,9.0,1.3,27.0,Good
30.7,81.5,6.0,9.7,26.7,12.5,1.53,5.3,19.0,3.0,5.0,2.0,25.0,Moderate
27.5,64.2,0.4,7.4,14.0,1.9,1.02,14.0,24.0,1.0,5.0,1.9,25.0,Good
29.7,51.8,15.4,34.6,28.2,10.4,1.46,9.2,45.0,4.0,14.0,2.0,26.0,Moderate
25.7,67.7,1.3,12.4,21.7,9.1,1.27,8.2,36.0,2.0,6.0,2.0,27.0,Moderate
26.8,55.4,4.9,7.3,22.8,5.3,1.1,16.7,20.0,3.0,5.0,2.2,28.0,Good
34.8,73.2,2.4,8.8,25.1,3.3,1.35,6.9,14.0,0.0,2.0,2.3,29.0,Moderate
34.6,87.2,42.1,70.1,38.0,18.3,1.41,10.3,26.0,2.0,5.0,2.3,29.0,Poor
27.3,47.5,18.7,17.4,16.4,8.2,0.86,15.7,27.0,2.0,0.0,2.4,29.0,Good
22.2,57.7,6.3,12.5,24.5,7.8,1.11,12.6,34.0,1.0,8.0,2.0,28.0,Good
29.3,74.8,7.0,13.3,19.8,5.2,1.05,11.6,24.0,4.0,11.0,2.0,28.0,Good
26.4,45.7,8.4,11.3,23.4,4.8,0.97,13.8,35.0,1.0,11.0,1.7,28.0,Good
30.1,51.5,9.4,14.9,13.8,2.0,0.97,10.2,49.0,1.0,3.0,1.2,29.0,Good
37.1,53.3,37.3,51.0,25.9,10.0,0.98,9.0,38.0,1.0,0.0,1.2,27.0,Moderate
29.4,72.7,24.7,28.4,12.0,2.9,1.16,12.1,29.0,3.0,7.0,1.7,28.0,Good
32.2,55.9,10.8,18.0,21.9,0.5,1.59,8.5,28.0,2.0,11.0,1.2,29.0,Moderate
31.6,88.9,6.8,18.6,23.0,12.8,1.4,8.2,26.0,0.0,0.0,1.4,28.0,Moderate
29.3,77.6,16.2,24.9,26.2,11.1,1.38,10.2,41.0,6.0,4.0,1.9,24.0,Moderate
30.4,72.1,33.4,43.0,16.9,2.9,1.04,10.3,23.0,2.0,7.0,1.1,26.0,Good
39.8,73.3,83.2,90.4,16.3,12.5,2.36,5.4,30.0,1.0,2.0,1.3,23.0,Poor
42.7,74.3,38.4,70.8,42.3,20.7,2.58,5.9,30.0,1.0,0.0,1.8,26.0,Hazardous
23.3,65.7,16.9,28.6,22.4,12.0,1.35,9.1,24.0,4.0,3.0,2.1,26.0,Moderate
22.4,62.4,16.8,21.1,20.1,4.9,0.85,11.6,16.0,4.0,3.0,2.6,26.0,Good
42.2,73.2,6.5,20.3,53.8,23.7,2.41,3.7,33.0,2.0,0.0,2.4,25.0,Hazardous
24.3,53.7,29.3,32.8,24.1,4.5,0.96,14.0,29.0,5.0,10.0,3.2,24.0,Good
46.9,76.6,20.5,34.6,39.5,20.6,2.75,4.0,35.0,1.0,12.0,2.9,29.0,Hazardous
21.7,76.5,5.5,8.4,22.5,5.0,0.98,14.8,24.0,0.0,6.0,4.2,29.0,Good
30.6,56.2,2.6,8.7,22.6,3.1,0.84,12.7,42.0,4.0,8.0,3.2,28.0,Good
23.2,48.6,15.7,17.8,13.8,4.4,1.05,10.0,21.0,7.0,0.0,3.7,28.0,Good
26.3,74.7,8.6,14.0,14.1,4.6,0.99,13.0,47.0,3.0,5.0,3.8,29.0,Good
34.5,76.9,59.3,71.9,28.4,13.0,1.77,7.7,12.0,2.0,3.0,2.9,27.0,Poor
41.9,104.5,90.7,109.1,41.0,18.6,2.03,5.0,34.0,1.0,7.0,3.4,28.0,Hazardous
35.4,58.4,3.0,9.5,27.3,5.4,1.54,6.1,34.0,2.0,0.0,3.4,29.0,Moderate
24.6,71.3,8.6,13.8,25.0,5.1,1.11,10.9,22.0,1.0,4.0,3.1,28.0,Good
27.5,80.6,6.3,11.2,21.9,5.4,1.04,12.3,34.0,1.0,8.0,3.3,29.0,Good
34.7,82.4,8.3,35.2,42.3,19.6,1.09,3.8,42.0,3.0,6.0,3.1,29.0,Poor
26.1,65.4,6.0,9.2,14.9,4.7,1.21,13.5,7.0,3.0,9.0,4.4,30.0,Good
24.9,64.4,18.5,24.4,23.4,6.6,1.09,10.1,35.0,6.0,3.0,4.2,30.0,Good
29.2,53.9,8.3,22.5,30.5,13.8,1.63,7.0,5.0,3.0,0.0,3.8,30.0,Moderate
36.6,103.0,23.7,45.6,47.4,20.5,2.51,4.2,20.0,1.0,10.0,3.6,30.0,Hazardous
34.2,67.0,12.5,24.2,23.8,6.9,1.51,5.6,46.0,4.0,9.0,3.3,29.0,Moderate
22.5,64.7,7.9,13.2,18.4,6.9,0.94,11.7,24.0,3.0,12.0,3.4,31.0,Good
25.3,40.1,3.8,12.3,15.8,3.9,0.99,12.2,18.0,2.0,6.0,3.7,31.0,Good
26.5,98.1,41.4,56.1,40.4,6.2,1.85,7.1,28.0,7.0,7.0,3.5,31.0,Poor
34.0,84.0,16.0,21.9,24.2,6.6,1.29,5.2,50.0,1.0,15.0,3.3,29.0,Moderate
38.0,78.8,63.0,65.2,30.9,19.4,2.19,3.0,11.0,0.0,0.0,3.0,29.0,Hazardous
38.5,97.0,30.2,54.0,43.1,24.5,2.91,6.6,19.0,1.0,7.0,2.6,29.0,Hazardous
28.7,52.5,5.8,11.7,13.4,5.9,1.05,15.8,44.0,2.0,10.0,2.8,29.0,Good
36.0,70.9,67.7,75.3,24.9,24.7,2.13,8.3,48.0,5.0,6.0,2.3,28.0,Poor
31.2,55.8,19.5,27.0,20.5,13.4,1.47,6.1,28.0,1.0,6.0,2.5,25.0,Moderate
42.2,101.8,35.7,55.9,55.3,17.1,2.17,8.5,17.0,2.0,0.0,2.2,28.0,Hazardous
27.5,92.0,8.2,20.7,31.2,10.1,1.42,10.2,50.0,1.0,11.0,2.7,29.0,Moderate
23.6,51.6,29.8,38.9,18.5,6.1,1.01,13.8,45.0,2.0,10.0,2.7,29.0,Good
24.9,54.3,39.0,56.5,30.3,12.3,1.6,5.2,36.0,1.0,11.0,2.2,29.0,Moderate
28.9,99.1,29.9,46.2,42.8,6.1,1.99,4.7,21.0,0.0,5.0,1.8,30.0,Hazardous
35.5,59.2,0.8,10.5,23.8,4.7,1.44,5.4,29.0,1.0,4.0,1.8,30.0,Moderate
22.9,86.5,1.4,6.6,25.5,10.1,1.45,5.1,28.0,4.0,5.0,1.2,30.0,Moderate
27.6,62.4,13.9,26.1,18.3,18.6,1.54,5.5,33.0,0.0,12.0,2.5,31.0,Moderate
34.2,85.7,2.8,11.8,38.3,9.0,1.36,9.2,44.0,2.0,4.0,3.2,31.0,Moderate
32.4,80.6,34.5,41.8,25.5,8.1,1.37,5.6,38.0,3.0,11.0,3.3,31.0,Moderate
32.1,49.0,0.5,3.1,15.8,4.8,0.98,12.2,19.0,1.0,5.0,3.2,31.0,Good
24.0,45.0,1.9,7.1,26.1,5.2,1.15,10.9,43.0,2.0,2.0,2.4,31.0,Good
39.2,83.5,17.6,36.2,27.7,19.4,1.74,3.5,33.0,3.0,0.0,2.3,31.0,Poor
24.5,45.8,50.7,57.8,22.2,4.9,1.09,11.8,36.0,4.0,8.0,2.5,31.0,Good
38.8,69.4,40.0,52.2,27.8,16.9,2.32,7.5,44.0,3.0,9.0,1.9,31.0,Poor
31.7,72.8,9.1,18.7,25.8,6.4,1.53,5.6,18.0,5.0,1.0,1.9,31.0,Moderate
35.1,71.0,2.6,16.5,19.0,10.3,1.61,7.3,29.0,1.0,11.0,1.8,30.0,Moderate
37.2,91.9,0.1,14.3,39.2,21.2,1.6,3.5,24.0,2.0,0.0,2.0,31.0,Poor
38.9,75.2,6.8,26.1,33.4,18.0,1.85,4.3,14.0,2.0,8.0,1.2,30.0,Poor
43.1,102.6,8.2,30.7,37.0,33.2,2.36,4.9,33.0,2.0,9.0,1.5,31.0,Hazardous
22.6,59.2,30.8,37.0,14.6,2.0,1.01,11.7,55.0,3.0,10.0,1.4,31.0,Good
39.4,75.2,109.6,145.2,46.8,34.7,2.5,6.1,11.0,2.0,0.0,1.4,31.0,Hazardous
22.0,76.8,10.4,16.3,25.7,6.6,1.03,11.7,29.0,2.0,10.0,1.7,29.0,Good
31.8,60.1,14.6,27.5,23.3,10.9,1.31,7.9,36.0,5.0,5.0,1.6,29.0,Moderate
25.4,47.1,10.1,13.7,29.1,4.7,0.97,10.3,31.0,2.0,4.0,1.2,28.0,Good
32.3,64.1,41.5,53.5,29.2,15.1,2.44,4.8,28.0,2.0,9.0,0.7,28.0,Poor
36.5,119.4,59.3,89.0,32.7,24.0,2.14,3.2,17.0,3.0,9.0,0.7,27.0,Hazardous
26.0,74.8,12.8,16.3,12.3,8.5,1.02,10.9,32.0,1.0,0.0,1.0,27.0,Good
22.2,81.3,23.1,37.3,32.2,9.1,1.39,5.6,22.0,3.0,0.0,0.8,26.0,Moderate
40.6,72.0,22.6,40.5,39.9,15.9,2.46,5.1,8.0,1.0,10.0,0.7,27.0,Hazardous
20.9,58.2,17.5,23.6,18.8,3.9,0.94,10.9,41.0,2.0,7.0,1.2,24.0,Good
47.3,98.9,5.5,30.3,39.6,11.2,2.56,3.0,39.0,2.0,6.0,1.5,27.0,Hazardous
25.5,65.8,4.3,20.3,33.9,10.2,1.09,9.3,30.0,2.0,2.0,1.1,27.0,Moderate
31.6,85.1,4.5,19.4,29.0,11.9,1.23,6.3,32.0,2.0,7.0,1.1,21.0,Moderate
24.4,60.7,0.0,4.6,26.6,5.3,0.92,10.2,40.0,5.0,10.0,1.4,22.0,Good
30.4,71.0,74.2,89.0,31.9,15.3,1.74,6.7,32.0,3.0,15.0,0.4,25.0,Moderate
36.7,67.4,12.4,22.7,38.4,2.0,2.04,6.9,39.0,0.0,4.0,1.4,23.0,Poor
37.3,88.5,139.8,150.6,26.7,17.2,1.75,3.7,27.0,1.0,9.0,1.3,23.0,Poor
32.3,64.2,13.8,31.8,24.2,17.8,1.51,9.0,43.0,1.0,13.0,1.2,24.0,Poor
23.2,74.3,4.1,7.7,19.0,2.1,1.1,10.1,33.0,0.0,0.0,0.7,29.0,Good
35.5,62.6,71.2,75.9,20.5,9.3,1.58,5.5,31.0,2.0,13.0,0.9,25.0,Moderate
34.2,106.5,32.9,49.0,26.7,18.9,2.08,8.4,17.0,4.0,6.0,1.0,26.0,Hazardous
25.1,42.2,5.7,11.7,16.5,1.5,0.93,10.2,32.0,3.0,6.0,1.0,27.0,Good
25.3,64.3,0.7,14.2,22.5,9.6,1.52,6.7,21.0,0.0,3.0,1.0,24.0,Moderate
23.5,86.3,4.3,23.8,32.3,5.6,1.46,9.5,23.0,1.0,4.0,1.4,23.0,Moderate
22.4,73.2,10.5,16.3,22.1,4.3,0.87,19.2,21.0,3.0,3.0,1.6,20.0,Good
30.3,76.2,31.3,37.5,21.4,2.0,1.71,5.2,19.0,3.0,2.0,0.8,18.0,Moderate
26.5,58.1,10.7,15.0,24.3,2.5,0.98,13.0,51.0,2.0,7.0,0.5,22.0,Good
30.3,65.0,28.3,39.7,31.4,15.0,1.65,6.6,43.0,1.0,10.0,0.9,20.0,Moderate
27.1,76.3,3.9,18.0,28.7,9.9,2.07,5.6,49.0,1.0,1.0,1.5,20.0,Moderate
23.6,45.6,2.5,8.8,22.3,5.0,0.81,11.9,17.0,0.0,3.0,1.6,22.0,Good
34.5,107.1,5.8,21.3,22.7,39.6,2.17,3.9,30.0,3.0,7.0,2.0,22.0,Hazardous
36.4,64.6,78.0,82.6,27.2,5.8,1.5,9.0,17.0,2.0,1.0,1.7,22.0,Moderate
24.0,86.0,35.5,50.3,29.5,7.0,1.56,5.1,23.0,2.0,6.0,2.5,24.0,Moderate
35.6,47.4,13.1,30.9,33.1,4.9,1.66,5.7,20.0,3.0,4.0,2.4,25.0,Moderate
24.9,85.6,7.4,18.6,30.2,10.8,1.22,6.4,42.0,1.0,0.0,2.1,25.0,Moderate
27.1,57.1,14.0,31.6,33.8,7.6,1.91,5.2,26.0,1.0,7.0,2.3,24.0,Moderate
32.6,58.2,16.6,30.5,18.9,6.6,1.68,10.1,40.0,3.0,3.0,2.1,26.0,Moderate
35.6,88.7,62.0,75.5,28.9,13.2,1.34,5.1,36.0,3.0,10.0,2.3,28.0,Poor
24.0,75.7,1.6,5.8,24.7,2.3,1.08,11.0,53.0,3.0,5.0,3.4,30.0,Good
22.2,49.8,0.6,6.9,15.9,5.4,0.96,11.7,15.0,1.0,3.0,3.6,30.0,Good
33.8,85.3,64.5,78.9,35.3,0.6,1.85,6.7,42.0,0.0,5.0,3.3,29.0,Poor
24.1,63.0,15.0,20.8,11.0,7.2,1.03,10.4,41.0,3.0,10.0,3.1,28.0,Good
27.9,60.7,8.7,15.6,21.3,7.7,1.72,5.6,20.0,2.0,13.0,3.1,29.0,Moderate
40.0,84.5,41.1,57.1,41.8,16.9,1.83,5.4,40.0,2.0,8.0,3.5,28.0,Poor
42.6,76.7,62.8,88.3,37.2,12.8,2.56,5.3,33.0,3.0,3.0,3.3,29.0,Hazardous
37.4,102.3,26.3,36.4,28.4,26.5,1.61,5.7,27.0,2.0,6.0,3.6,29.0,Poor
29.2,77.6,106.6,114.2,27.5,3.4,1.86,6.2,21.0,6.0,5.0,3.0,29.0,Moderate
38.2,78.2,21.3,45.1,29.2,16.5,1.66,4.2,22.0,1.0,5.0,2.9,29.0,Poor
26.6,62.6,49.0,60.6,25.6,12.6,1.61,6.7,50.0,3.0,4.0,2.3,29.0,Moderate
31.0,95.6,32.3,39.5,21.4,8.9,1.25,10.7,30.0,3.0,2.0,2.3,30.0,Moderate
29.4,65.8,54.3,60.3,17.7,9.7,1.09,5.4,37.0,1.0,9.0,3.3,28.0,Moderate
23.2,73.4,5.1,9.8,20.5,5.0,0.96,13.6,22.0,1.0,9.0,2.4,28.0,Good
22.8,55.7,7.0,12.2,17.5,2.9,0.97,11.8,22.0,1.0,6.0,2.3,29.0,Good
32.2,63.2,0.9,8.3,22.3,5.7,1.44,5.8,40.0,1.0,11.0,2.9,29.0,Moderate
29.1,47.1,1.7,6.7,22.0,7.0,0.97,13.4,16.0,3.0,8.0,3.3,29.0,Good
27.7,56.7,1.4,9.1,29.5,4.9,1.07,17.1,25.0,2.0,1.0,2.5,26.0,Good
19.2,72.5,0.9,8.9,18.2,7.6,0.91,10.4,30.0,2.0,4.0,2.6,28.0,Good
30.0,87.2,45.1,57.2,35.0,16.3,1.82,4.1,31.0,0.0,11.0,2.6,27.0,Poor
33.4,74.2,23.3,38.5,24.2,14.5,2.16,6.7,28.0,1.0,4.0,1.9,28.0,Poor
25.0,38.6,18.5,25.2,14.0,4.8,1.12,11.9,33.0,5.0,3.0,1.9,29.0,Good
39.6,80.1,66.3,93.0,31.1,23.4,2.24,2.7,36.0,0.0,8.0,1.8,30.0,Hazardous
33.2,86.6,5.5,8.0,30.0,5.7,1.89,9.3,37.0,2.0,4.0,2.6,31.0,Poor
39.1,79.9,7.9,19.7,34.6,10.7,1.71,5.5,20.0,5.0,8.0,2.7,32.0,Moderate
23.9,73.6,2.0,12.0,18.5,3.2,1.08,11.1,27.0,1.0,5.0,1.6,32.0,Good
35.2,96.2,4.9,15.5,33.6,9.7,2.34,3.6,41.0,1.0,2.0,1.5,32.0,Poor
21.0,70.6,8.1,10.4,25.0,4.5,0.88,10.1,38.0,2.0,3.0,1.8,31.0,Good
29.5,43.4,24.2,29.7,18.7,8.7,0.92,10.4,16.0,1.0,0.0,1.4,30.0,Good
27.4,79.4,6.0,11.9,35.5,17.6,2.47,3.5,33.0,0.0,1.0,1.4,31.0,Hazardous
29.7,78.5,9.5,16.4,14.5,5.3,0.86,13.6,10.0,3.0,8.0,1.8,30.0,Good
31.1,86.1,87.9,98.8,44.4,15.6,2.15,4.4,30.0,0.0,10.0,1.6,30.0,Poor
34.2,81.2,30.3,40.5,31.5,19.6,1.48,5.5,48.0,1.0,3.0,1.6,30.0,Moderate
17.8,61.3,2.0,8.0,25.2,5.0,1.09,10.2,20.0,2.0,0.0,1.5,30.0,Good
24.2,54.1,3.3,6.3,17.4,9.8,1.11,14.6,21.0,2.0,10.0,1.5,31.0,Good
30.7,75.8,2.4,19.2,29.4,9.3,1.66,5.5,37.0,0.0,10.0,1.3,31.0,Moderate
23.6,43.3,5.4,10.2,16.4,6.8,1.04,15.8,14.0,3.0,8.0,1.5,30.0,Good
40.9,72.5,119.9,145.8,31.5,1.2,2.87,2.6,23.0,2.0,0.0,1.4,31.0,Hazardous
14.4,45.8,44.3,49.1,15.4,1.6,0.87,10.8,35.0,0.0,8.0,1.0,30.0,Good
37.1,88.5,16.7,22.4,26.6,10.7,1.43,5.9,23.0,3.0,8.0,1.5,30.0,Moderate
29.3,58.4,0.1,5.3,23.8,6.8,0.86,17.2,27.0,3.0,9.0,0.9,29.0,Good
34.7,80.2,22.7,41.3,31.6,19.7,2.04,3.9,37.0,2.0,6.0,0.7,30.0,Poor
19.9,77.8,23.7,28.0,23.1,5.8,0.9,13.2,34.0,4.0,2.0,1.1,28.0,Good
27.9,51.1,1.3,5.3,15.0,6.1,1.01,11.7,32.0,1.0,4.0,1.5,28.0,Good
25.4,81.3,37.9,41.2,14.6,9.2,0.94,13.6,26.0,2.0,10.0,1.2,27.0,Good
40.4,91.4,5.1,20.6,38.8,7.5,2.26,9.5,33.0,3.0,7.0,1.0,28.0,Poor
39.5,82.8,68.1,80.4,33.8,23.0,2.75,5.7,28.0,2.0,0.0,1.0,26.0,Poor
25.4,49.0,13.1,16.6,21.7,4.9,0.89,14.4,34.0,4.0,12.0,0.9,27.0,Good
29.6,81.7,1.2,17.7,20.8,8.4,1.75,6.8,25.0,1.0,10.0,0.9,28.0,Moderate
27.4,67.7,36.3,42.0,27.0,19.6,1.35,7.4,28.0,1.0,12.0,0.9,27.0,Moderate
31.8,78.6,104.1,114.7,51.4,20.6,2.64,7.5,20.0,5.0,10.0,0.8,27.0,Hazardous
40.6,60.7,23.8,44.5,23.0,5.4,2.03,5.9,29.0,3.0,2.0,1.2,24.0,Poor
25.1,65.9,3.0,9.9,12.7,0.9,0.92,10.5,21.0,2.0,7.0,1.0,24.0,Good
29.8,81.1,23.9,33.9,39.7,3.0,1.83,11.5,18.0,5.0,8.0,0.4,27.0,Poor
33.7,102.4,36.7,64.5,31.5,12.3,1.57,4.1,32.0,4.0,0.0,0.6,25.0,Poor
29.8,89.2,48.0,54.6,31.3,14.9,1.73,4.9,32.0,4.0,1.0,0.9,20.0,Poor
28.5,83.8,10.6,26.5,30.2,10.7,1.52,7.5,37.0,5.0,8.0,0.3,31.0,Moderate
25.8,46.9,7.8,14.2,17.0,10.1,1.01,10.6,25.0,3.0,9.0,0.3,31.0,Good
37.3,75.6,29.3,34.9,24.1,10.4,1.92,4.4,34.0,3.0,15.0,0.4,34.0,Poor
24.2,68.7,8.6,12.6,22.0,4.0,1.0,12.2,35.0,1.0,4.0,0.3,34.0,Good
33.8,68.4,7.2,15.0,18.5,2.6,1.06,11.5,34.0,5.0,0.0,0.2,24.0,Good
38.3,73.3,15.0,29.6,38.1,14.1,2.32,4.2,21.0,8.0,5.0,0.3,25.0,Poor
30.6,83.3,60.1,74.4,30.7,13.3,1.64,6.9,31.0,0.0,9.0,0.6,23.0,Moderate
33.6,99.4,63.4,72.4,29.6,10.8,1.68,5.0,33.0,2.0,4.0,0.6,24.0,Poor
30.3,68.2,5.4,16.0,29.5,4.0,1.49,5.3,30.0,0.0,6.0,1.1,22.0,Moderate
31.8,83.5,29.7,38.8,25.9,9.4,1.36,5.7,9.0,0.0,3.0,1.4,21.0,Moderate
24.4,38.2,4.7,10.9,20.8,1.3,0.72,10.8,31.0,2.0,10.0,1.3,26.0,Good
40.1,65.7,14.3,31.1,32.8,20.5,2.14,4.5,52.0,0.0,8.0,1.6,25.0,Poor
23.0,50.6,8.2,15.2,21.5,3.7,1.01,10.6,26.0,2.0,2.0,1.3,28.0,Good
27.2,55.1,16.5,23.0,24.2,4.8,0.8,12.9,22.0,2.0,3.0,1.6,27.0,Good
26.4,45.0,1.3,6.3,20.5,4.4,0.96,10.2,33.0,3.0,3.0,2.0,26.0,Good
39.0,75.2,23.9,41.7,23.9,12.7,1.91,9.4,33.0,1.0,0.0,2.1,26.0,Poor
32.1,53.0,12.2,25.4,35.7,10.4,1.63,6.6,41.0,1.0,2.0,2.3,28.0,Moderate
37.6,80.6,8.5,17.8,25.0,15.2,1.65,4.1,17.0,0.0,0.0,2.4,28.0,Poor
38.3,89.3,10.1,28.2,29.5,20.9,1.76,4.7,37.0,4.0,9.0,2.5,28.0,Poor
46.4,102.3,11.9,21.2,35.9,15.2,2.91,6.0,35.0,1.0,10.0,2.8,29.0,Hazardous
29.2,70.3,3.5,8.1,16.7,3.7,1.05,10.8,28.0,1.0,4.0,2.7,28.0,Good
30.3,60.5,6.5,11.1,16.5,6.0,1.07,14.9,33.0,2.0,6.0,2.2,29.0,Good
26.0,76.0,79.0,83.4,19.6,10.1,1.48,12.6,40.0,0.0,10.0,2.5,29.0,Moderate
17.5,57.2,8.7,13.6,25.6,3.1,1.03,11.6,38.0,2.0,9.0,2.1,28.0,Good
27.5,72.3,3.5,7.3,22.0,16.0,1.79,6.9,18.0,2.0,14.0,2.6,29.0,Moderate
38.8,75.4,114.4,140.5,27.8,16.1,2.45,14.7,38.0,2.0,7.0,2.9,30.0,Hazardous
23.6,50.2,0.4,3.7,12.7,7.4,1.04,14.2,29.0,0.0,11.0,2.3,27.0,Good
35.5,62.5,65.2,81.5,35.7,11.2,2.46,8.2,30.0,4.0,6.0,2.2,28.0,Poor
23.8,50.1,11.6,16.5,14.1,3.6,0.91,10.5,30.0,5.0,5.0,2.4,27.0,Good
27.0,78.8,2.8,3.4,19.1,7.0,1.05,11.6,28.0,2.0,8.0,2.4,26.0,Good
23.3,52.1,19.5,23.9,15.7,5.0,0.95,10.1,41.0,1.0,8.0,1.6,28.0,Good
20.4,65.1,7.7,9.0,10.8,4.1,0.83,11.2,29.0,1.0,3.0,2.0,25.0,Good
42.2,83.8,9.1,27.4,24.3,5.3,2.39,9.1,18.0,2.0,2.0,1.8,29.0,Poor
26.9,58.8,0.8,8.1,18.4,4.5,1.01,11.2,26.0,1.0,6.0,2.9,31.0,Good
31.2,63.7,24.8,34.8,28.0,5.7,1.43,7.3,31.0,2.0,0.0,2.2,31.0,Moderate
28.0,72.0,3.2,11.7,28.9,16.6,1.4,5.2,42.0,3.0,4.0,2.0,30.0,Moderate
26.7,73.0,16.5,20.1,27.1,7.0,0.99,11.2,36.0,2.0,2.0,2.2,29.0,Good
41.2,82.7,17.3,25.0,43.5,24.5,2.33,2.6,21.0,2.0,3.0,1.9,31.0,Hazardous
40.1,70.3,9.9,29.4,38.0,15.9,1.68,4.0,54.0,1.0,2.0,1.2,30.0,Poor
21.8,43.0,13.5,17.0,12.5,2.5,0.99,13.0,32.0,5.0,9.0,1.5,31.0,Good
27.7,73.4,10.8,17.0,19.4,3.7,0.98,12.9,42.0,0.0,7.0,1.2,28.0,Good
26.2,55.8,16.3,21.6,23.5,6.1,1.08,11.0,28.0,3.0,6.0,2.3,30.0,Good
34.3,59.0,24.2,34.2,25.7,16.1,2.02,7.6,35.0,0.0,4.0,2.1,31.0,Moderate
29.4,82.3,3.9,8.8,23.7,5.9,0.92,10.9,38.0,2.0,10.0,1.4,31.0,Good
26.7,54.6,3.1,7.1,29.9,9.1,1.44,9.6,42.0,3.0,9.0,0.6,31.0,Moderate
45.8,124.7,38.3,42.9,40.7,44.9,2.01,4.9,40.0,2.0,5.0,2.3,32.0,Hazardous
25.8,76.1,51.9,64.4,24.9,16.5,1.93,5.4,38.0,2.0,11.0,3.8,32.0,Moderate
27.4,74.8,2.1,7.5,23.4,6.8,1.22,10.5,26.0,2.0,5.0,4.1,32.0,Good
22.6,56.4,0.9,5.2,24.2,2.1,0.77,12.1,24.0,3.0,6.0,3.4,32.0,Good
23.5,76.1,43.1,54.8,49.2,26.1,1.56,2.7,33.0,2.0,3.0,2.7,32.0,Hazardous
24.1,51.4,37.6,41.3,15.7,8.8,1.01,11.1,39.0,0.0,4.0,2.6,32.0,Good
24.5,44.7,12.9,16.0,16.1,1.0,0.99,12.9,27.0,1.0,3.0,1.9,32.0,Good
26.2,57.2,3.9,3.9,20.0,3.9,0.94,14.9,40.0,4.0,8.0,1.9,31.0,Good
29.0,50.4,4.8,18.9,26.4,9.4,1.75,9.0,44.0,2.0,7.0,1.6,31.0,Moderate
30.6,55.6,6.2,23.0,25.0,10.4,1.38,6.3,20.0,2.0,1.0,1.1,31.0,Moderate
28.9,83.5,26.1,36.1,31.3,10.9,1.71,6.5,21.0,1.0,8.0,1.4,31.0,Moderate
32.0,61.5,13.9,20.6,23.3,11.0,1.41,8.1,28.0,1.0,13.0,0.9,31.0,Moderate
39.3,79.2,30.6,44.5,34.0,22.1,2.02,4.6,33.0,2.0,3.0,1.0,31.0,Poor
32.7,59.4,2.1,14.7,21.9,13.7,1.21,8.4,24.0,1.0,3.0,1.4,31.0,Moderate
24.2,62.9,15.3,21.3,20.4,4.5,1.08,13.3,43.0,1.0,6.0,1.7,31.0,Good
35.2,67.4,32.5,44.7,28.7,7.7,2.64,3.7,34.0,3.0,11.0,2.1,32.0,Poor
31.2,90.0,14.9,29.6,29.7,21.6,1.88,4.4,30.0,3.0,4.0,1.9,31.0,Poor
28.5,96.2,53.2,65.8,33.6,20.5,2.34,4.4,15.0,1.0,13.0,1.4,31.0,Poor
25.4,47.5,2.8,9.0,19.7,3.4,0.84,10.8,16.0,3.0,1.0,0.7,30.0,Good
42.3,96.6,4.3,16.1,37.7,3.2,2.44,3.4,32.0,3.0,6.0,0.9,33.0,Poor
25.2,54.0,0.7,4.1,17.3,7.8,1.04,13.0,8.0,2.0,0.0,0.6,32.0,Good
25.0,59.7,1.6,4.0,13.7,5.3,1.04,11.2,40.0,1.0,2.0,0.4,31.0,Good
28.8,69.1,2.3,16.8,25.2,7.7,1.6,8.7,28.0,3.0,5.0,0.3,38.0,Moderate
33.9,94.5,8.9,15.1,33.2,11.7,1.89,4.3,62.0,2.0,7.0,0.3,36.0,Poor
22.4,46.5,0.6,7.2,21.5,5.2,1.07,11.6,53.0,2.0,10.0,0.3,28.0,Good
36.8,71.9,134.7,152.2,21.4,17.0,1.74,4.8,28.0,2.0,3.0,0.3,36.0,Poor
34.1,75.9,14.8,31.7,23.5,13.1,1.57,6.6,28.0,3.0,7.0,0.2,36.0,Moderate
30.7,57.3,2.0,4.9,22.3,7.9,0.93,10.2,39.0,1.0,0.0,0.3,29.0,Good
35.3,88.7,20.1,30.4,34.9,4.9,1.49,6.2,47.0,3.0,10.0,0.4,23.0,Moderate
28.0,69.2,4.8,12.6,25.5,6.1,0.73,12.7,13.0,1.0,11.0,0.8,26.0,Good
20.3,52.3,2.2,6.1,19.0,5.7,0.9,10.4,12.0,5.0,10.0,1.4,25.0,Good
30.6,84.0,0.7,9.9,30.2,8.0,1.52,5.1,23.0,2.0,10.0,1.2,27.0,Moderate
28.9,62.4,4.8,10.7,17.7,4.3,0.86,12.1,35.0,1.0,5.0,1.3,24.0,Good
24.0,40.9,11.8,18.6,21.4,4.3,0.86,13.5,34.0,2.0,7.0,1.6,24.0,Good
28.6,88.5,0.4,11.6,20.1,16.8,1.93,8.8,40.0,2.0,5.0,1.7,23.0,Moderate
22.7,47.2,7.8,10.1,16.5,4.3,0.99,11.8,18.0,1.0,5.0,1.3,25.0,Good
27.3,75.8,51.0,59.3,23.5,7.9,1.77,5.2,6.0,0.0,3.0,0.9,26.0,Moderate
